a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
14,0.435641396834056,0.420527562950074,0.4356414554100292,1.5001019537865754,1.4147827727136262,1.500102061500617,0.4120767074543119,0.4101335140625526,0.41207787814452845,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,100.72248411178589,555.0159811973572,432.8217489719391,7.039124011993408,454.2934970855713,64,0,0.1,0.0,true
15,0.41417307316944996,0.420527562950074,0.4141721599647825,1.4177240812340015,1.4147827727136262,1.4177273044325824,0.4039748468917197,0.4101335140625526,0.40397516545909085,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,122.3655207157135,882.1447730064392,337.8416738510132,403.77874302864075,759.7792522907257,1,0,0.02,0.1,true
16,0.41417307316944996,0.420527562950074,0.4141721599647825,1.4177240812340015,1.4147827727136262,1.4177273044325824,0.4039748468917197,0.4101335140625526,0.40397516545909085,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,125.72604370117188,911.7170889377594,364.4191200733185,403.26648688316345,785.9910452365875,1,0,0.1,0.1,true
17,0.4333148717564439,0.420527562950074,0.4333152243957248,1.4530929155625478,1.4147827727136262,1.4530935174368707,0.41608831661592083,0.4101335140625526,0.41608852447902844,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,99.80207633972168,670.462354183197,335.93807005882263,218.13796997070312,570.6602778434753,2,0,0.02,0.1,true
18,0.4376250924378666,0.420527562950074,0.437625295821525,1.434997439570533,1.4147827727136262,1.4349990377760484,0.4101057186319417,0.4101335140625526,0.41010601385620116,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,100.11398410797119,668.2350950241089,337.0150263309479,215.42795515060425,568.1211109161377,2,0,0.1,0.1,true
19,0.4221895393460391,0.420527562950074,0.4221904575404525,1.41910514131771,1.4147827727136262,1.4191057796979232,0.4103866534455305,0.4101335140625526,0.41038685374296513,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,92.63771080970764,470.7819972038269,214.91025614738464,145.4814920425415,378.14428639411926,4,0,0.02,0.1,true
20,0.443055832371372,0.420527562950074,0.4430562137282801,1.4553517478969558,1.4147827727136262,1.4553526303218458,0.4181009146186849,0.4101335140625526,0.41810121770729247,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,98.31802034378052,460.94400095939636,207.271493434906,138.8746838569641,362.62598061561584,4,0,0.1,0.1,true
21,0.41826372263301104,0.420527562950074,0.41826324888075295,1.4264309178713805,1.4147827727136262,1.426431042972958,0.4132276813908178,0.4101335140625526,0.4132287702140782,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,97.6187436580658,425.15609312057495,228.8166844844818,81.96516108512878,327.53734946250916,8,0,0.02,0.1,true
22,0.43051472294560167,0.420527562950074,0.43051521399716886,1.4585227941828371,1.4147827727136262,1.4585237627787047,0.41757490007970266,0.4101335140625526,0.41757520889460875,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,90.65371966362,397.4659740924835,207.6860888004303,82.39092493057251,306.8122544288635,8,0,0.1,0.1,true
23,0.4161166950359827,0.420527562950074,0.41611702309269405,1.4346773028169335,1.4147827727136262,1.4346777335705925,0.41117254556765115,0.4101335140625526,0.41117288875194724,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,87.32664704322815,381.5677709579468,230.21813488006592,43.69550704956055,294.2411239147186,16,0,0.02,0.1,true
24,0.43496814764959235,0.420527562950074,0.4349683582205588,1.4766513362605433,1.4147827727136262,1.4766519524338708,0.4163503577208678,0.4101335140625526,0.4163511407045195,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,90.24815487861633,404.41938996315,251.80785083770752,44.17152404785156,314.1712350845337,16,0,0.1,0.1,true
25,0.4179428482940708,0.420527562950074,0.41794251638581326,1.453887595670082,1.4147827727136262,1.4538881710678657,0.41323853934748445,0.4101335140625526,0.4132388835715397,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,82.72551012039185,373.3753740787506,255.86245107650757,18.4751079082489,290.64986395835876,32,0,0.02,0.1,true
26,0.4338733709366618,0.420527562950074,0.4338733974901041,1.4818483881329172,1.4147827727136262,1.4818500870963245,0.41718100350196496,0.4101335140625526,0.4171811723014498,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,100.53926301002502,473.9636969566345,340.08610486984253,18.358208894729614,373.4244339466095,32,0,0.1,0.1,true
27,0.4284491123955667,0.420527562950074,0.4284500272267362,1.4518602809877814,1.4147827727136262,1.4518590552447863,0.4135936075994062,0.4101335140625526,0.4135939606826733,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,119.89029383659363,502.67951583862305,358.9738099575043,9.103600978851318,382.7892220020294,64,0,0.02,0.1,true
28,0.43848291116901406,0.420527562950074,0.43848313909169634,1.4481910813071526,1.4147827727136262,1.448191725421533,0.4125767515353558,0.4101335140625526,0.41257694884693175,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,120.63948607444763,481.6359269618988,339.0161499977112,7.360342979431152,360.9964408874512,64,0,0.1,0.1,true
