a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts,hp_ws,regret_test,regret_val
62,0.418150302,0.420527563,0.418150048,1.456295589,1.414782773,1.456288281,0.410591263,0.410133514,0.41059158,0.515363768,1.754977234,0.489199348,1,1,0.144458055,167.3448911,107.5618649,30.77140594,167.200433,64,0,0.02,0.1,TRUE,FALSE,0.097213467,0.078608085
45,0.420423302,0.420527563,0.420421476,1.430976525,1.414782773,1.430975312,0.410514335,0.410133514,0.410514831,0.515363768,1.754977234,0.489199348,1,1,45.56833005,202.0755229,70.06365299,71.14172316,156.5071929,16,0,0.02,0.1,TRUE,TRUE,0.094940466,0.078685013
47,0.426529329,0.420527563,0.426530155,1.459107979,1.414782773,1.459108476,0.407065726,0.410133514,0.407066017,0.515363768,1.754977234,0.489199348,1,1,53.46052003,196.814302,63.64899921,62.04261804,143.3537819,16,0,0.02,0.1,FALSE,TRUE,0.088834439,0.082133622
63,0.412252537,0.420527563,0.412252453,1.470202691,1.414782773,1.470203766,0.406580291,0.410133514,0.406582601,0.515363768,1.754977234,0.489199348,1,1,487.2939029,523.538574,14.45405698,9.232085943,36.24467111,64,0,0.02,0.1,FALSE,TRUE,0.103111231,0.082619058
64,0.412253536,0.420527563,0.412253418,1.469243578,1.414782773,1.469244054,0.406130867,0.410133514,0.406130756,0.515363768,1.754977234,0.489199348,1,1,0.145205021,163.0666621,128.1962559,15.76580501,162.9214571,64,0,0.02,0.1,FALSE,FALSE,0.103110232,0.083068481
18,0.393975488,0.420527563,0.393976394,1.481450594,1.414782773,1.481460739,0.405198188,0.410133514,0.405199469,0.515363768,1.754977234,0.489199348,1,1,0.1448071,202.5307019,167.0389459,19.16593504,202.3858948,64,0,0,0,TRUE,FALSE,0.12138828,0.084001161
48,0.41848794,0.420527563,0.418488663,1.455880572,1.414782773,1.455880169,0.404381513,0.410133514,0.404381947,0.515363768,1.754977234,0.489199348,1,1,0.144105196,225.9475279,132.181143,73.09564304,225.8034227,16,0,0.02,0.1,FALSE,FALSE,0.096875828,0.084817836
50,0.395908953,0.420527563,0.395909867,1.477144145,1.414782773,1.477146488,0.401094991,0.410133514,0.401095982,0.515363768,1.754977234,0.489199348,1,1,0.142749071,190.0378318,153.5586579,21.73234105,189.8950827,64,0,0,0.1,TRUE,FALSE,0.119454816,0.088104357
31,0.400369507,0.420527563,0.400369644,1.414842531,1.414782773,1.414839456,0.400685425,0.410133514,0.40068564,0.515363768,1.754977234,0.489199348,1,1,490.7550821,540.8378179,30.3444109,7.394428015,50.08273578,64,0,0.02,0,FALSE,TRUE,0.114994261,0.088513923
32,0.400369572,0.420527563,0.400369692,1.414843241,1.414782773,1.414840131,0.40068541,0.410133514,0.400685626,0.515363768,1.754977234,0.489199348,1,1,0.144846916,200.782753,172.322448,8.891024828,200.6379061,64,0,0.02,0,FALSE,FALSE,0.114994197,0.088513938
59,0.418907941,0.420527563,0.418908578,1.550219017,1.414782773,1.550220066,0.394618079,0.410133514,0.394618528,0.515363768,1.754977234,0.489199348,1,1,463.1256831,510.041409,24.68208194,9.534482002,46.91572595,64,0,0.1,0.1,FALSE,TRUE,0.096455828,0.094581269
60,0.418909448,0.420527563,0.418910053,1.550220709,1.414782773,1.55022182,0.394617919,0.410133514,0.394618486,0.515363768,1.754977234,0.489199348,1,1,0.145577192,188.965395,153.8465981,18.78252602,188.8198178,64,0,0.1,0.1,FALSE,FALSE,0.096454321,0.094581429
27,0.400054367,0.420527563,0.400049176,1.433005706,1.414782773,1.433016234,0.390986684,0.410133514,0.390986422,0.515363768,1.754977234,0.489199348,1,1,449.876265,515.0534451,43.47435308,9.072066069,65.17718005,64,0,0.1,0,FALSE,TRUE,0.115309402,0.098212664
28,0.400061664,0.420527563,0.400056036,1.433188161,1.414782773,1.43319279,0.390985497,0.410133514,0.390985269,0.515363768,1.754977234,0.489199348,1,1,0.144607782,252.3817539,227.812923,10.18947601,252.2371461,64,0,0.1,0,FALSE,FALSE,0.115302104,0.098213852
43,0.386357589,0.420527563,0.38635787,1.496633801,1.414782773,1.496634786,0.383524678,0.410133514,0.383526803,0.515363768,1.754977234,0.489199348,1,1,51.574965,190.02438,67.17856884,51.81383395,138.449415,16,0,0.1,0.1,FALSE,TRUE,0.129006179,0.10567467
2,0.357650042,0.420527563,0.357651023,1.434458924,1.414782773,1.434459111,0.372254718,0.410133514,0.372255018,0.515363768,1.754977234,0.489199348,1,1,0.144023418,250.641186,174.7825589,61.55905509,250.4971626,16,0,0,0,TRUE,FALSE,0.157713726,0.11694463
34,0.376287261,0.420527563,0.376287331,1.395935905,1.414782773,1.395937891,0.369601573,0.410133514,0.36960258,0.515363768,1.754977234,0.489199348,1,1,0.146023035,189.3873909,95.64289594,76.24036503,189.2413678,16,0,0,0.1,TRUE,FALSE,0.139076507,0.119597775
55,0.390869249,0.420527563,0.390866117,1.579495674,1.414782773,1.579500958,0.366144786,0.410133514,0.366144114,0.515363768,1.754977234,0.489199348,1,1,475.791229,513.2536881,16.85007191,7.941959143,37.46245909,64,0,0.5,0.1,FALSE,TRUE,0.124494519,0.123054562
56,0.390868173,0.420527563,0.390868213,1.579522971,1.414782773,1.579527701,0.366142308,0.410133514,0.366143305,0.515363768,1.754977234,0.489199348,1,1,0.207188845,174.3874631,144.204669,15.59490395,174.1802742,64,0,0.5,0.1,FALSE,FALSE,0.124495595,0.12305704
17,0.3706531,0.420527563,0.370654417,1.542749008,1.414782773,1.542748895,0.364593364,0.410133514,0.364593331,0.515363768,1.754977234,0.489199348,1,1,477.605988,525.0668561,24.41596508,10.63056397,47.46086812,64,0,0,0,TRUE,TRUE,0.144710669,0.124605985
44,0.378490614,0.420527563,0.378491002,1.457875275,1.414782773,1.457876223,0.363586471,0.410133514,0.3635873,0.515363768,1.754977234,0.489199348,1,1,0.145156145,198.0149899,115.137006,64.9745121,197.8698337,16,0,0.1,0.1,FALSE,FALSE,0.136873155,0.125612878
49,0.346940961,0.420527563,0.346940147,1.450220714,1.414782773,1.450222352,0.360856559,0.410133514,0.360857457,0.515363768,1.754977234,0.489199348,1,1,495.0420048,533.7298591,17.52326202,9.247071981,38.68785429,64,0,0,0.1,TRUE,TRUE,0.168422807,0.128342789
23,0.352321334,0.420527563,0.352320937,1.496432808,1.414782773,1.496434103,0.350171478,0.410133514,0.350171963,0.515363768,1.754977234,0.489199348,1,1,451.1207051,513.7257731,40.58825803,9.173786879,62.60506797,64,0,0.5,0,FALSE,TRUE,0.163042434,0.13902787
24,0.354613648,0.420527563,0.354613799,1.496451225,1.414782773,1.496451585,0.346044247,0.410133514,0.34604407,0.515363768,1.754977234,0.489199348,1,1,0.14470005,384.07109,361.8081951,9.353804111,383.9263899,64,0,0.5,0,FALSE,FALSE,0.160750121,0.143155101
52,0.335963728,0.420527563,0.335964079,1.505851825,1.414782773,1.505853565,0.344755195,0.410133514,0.344756799,0.515363768,1.754977234,0.489199348,1,1,0.142843008,178.7676649,137.0382509,21.82193398,178.6248219,64,0,0,0.1,FALSE,FALSE,0.17940004,0.144444153
51,0.335964296,0.420527563,0.335964548,1.50585121,1.414782773,1.505852894,0.344754989,0.410133514,0.344756588,0.515363768,1.754977234,0.489199348,1,1,452.1152959,497.0810201,22.61467195,10.00066113,44.96572423,64,0,0,0.1,FALSE,TRUE,0.179399472,0.144444359
39,0.330475238,0.420527563,0.330475829,1.524016718,1.414782773,1.524017924,0.340467735,0.410133514,0.340468454,0.515363768,1.754977234,0.489199348,1,1,55.67638087,222.807025,74.1259501,79.01228499,167.1306441,16,0,0.5,0.1,FALSE,TRUE,0.18488853,0.148731613
40,0.331552661,0.420527563,0.331553026,1.504347689,1.414782773,1.504348558,0.333490015,0.410133514,0.333490818,0.515363768,1.754977234,0.489199348,1,1,0.147757053,208.2121639,120.8557973,71.73021698,208.0644069,16,0,0.5,0.1,FALSE,FALSE,0.183811107,0.155709333
36,0.33602557,0.420527563,0.33602609,1.230861217,1.414782773,1.230862172,0.33185999,0.410133514,0.331865499,0.515363768,1.754977234,0.489199348,1,1,0.146515608,218.0527129,95.40813136,101.2292378,217.9061973,16,0,0,0.1,FALSE,FALSE,0.179338199,0.157339358
1,0.339410859,0.420527563,0.339411191,1.443145198,1.414782773,1.443145604,0.325610234,0.410133514,0.32561053,0.515363768,1.754977234,0.489199348,1,1,45.49107599,218.8647699,105.7058651,52.63546801,173.3736939,16,0,0,0,TRUE,TRUE,0.175952909,0.163589114
11,0.32111632,0.420527563,0.321116794,1.458307261,1.414782773,1.458308071,0.32000458,0.410133514,0.320005163,0.515363768,1.754977234,0.489199348,1,1,49.57320952,221.408154,102.7717814,52.49675989,171.8349445,16,0,0.1,0,FALSE,TRUE,0.194247448,0.169194768
20,0.364615314,0.420527563,0.364615397,1.54581619,1.414782773,1.545817122,0.319669287,0.410133514,0.319669464,0.515363768,1.754977234,0.489199348,1,1,0.144639015,766.2133548,743.3567932,10.65183401,766.0687158,64,0,0,0,FALSE,FALSE,0.150748455,0.169530062
7,0.343005002,0.420527563,0.343005112,1.402518809,1.414782773,1.40252012,0.3115116,0.410133514,0.311513335,0.515363768,1.754977234,0.489199348,1,1,57.13070488,218.1253572,97.71348286,46.82842994,160.9946523,16,0,0.5,0,FALSE,TRUE,0.172358766,0.177687749
12,0.328780953,0.420527563,0.32878113,1.400417179,1.414782773,1.400417812,0.301843325,0.410133514,0.301845649,0.515363768,1.754977234,0.489199348,1,1,0.145192862,284.747978,230.8612969,38.44329286,284.6027851,16,0,0.1,0,FALSE,FALSE,0.186582815,0.187356024
33,0.283854207,0.420527563,0.28385705,1.302194101,1.414782773,1.302201181,0.301822817,0.410133514,0.301829796,0.515363768,1.754977234,0.489199348,1,1,54.75259113,209.369247,69.74567199,68.02564597,154.6166558,16,0,0,0.1,TRUE,TRUE,0.231509562,0.187376531
16,0.306671252,0.420527563,0.306671633,1.442016511,1.414782773,1.442017788,0.282381776,0.410133514,0.282382209,0.515363768,1.754977234,0.489199348,1,1,0.143826008,258.5502532,204.5802159,39.54864502,258.4064271,16,0,0.02,0,FALSE,FALSE,0.208692516,0.206817572
35,0.266268824,0.420527563,0.266268809,1.206661423,1.414782773,1.206662041,0.277612949,0.410133514,0.277613132,0.515363768,1.754977234,0.489199348,1,1,59.49971032,242.1608479,91.57238483,73.19917512,182.6611376,16,0,0,0.1,FALSE,TRUE,0.249094945,0.2115864
15,0.274014759,0.420527563,0.274014802,1.452411454,1.414782773,1.452412242,0.27636525,0.410133514,0.276365686,0.515363768,1.754977234,0.489199348,1,1,55.76893902,256.026041,126.429836,58.7048049,200.257102,16,0,0.02,0,FALSE,TRUE,0.24134901,0.212834099
4,0.194390009,0.420527563,0.194390009,1.297965518,1.414782773,1.297965526,0.256832831,0.410133514,0.256832831,0.515363768,1.754977234,0.489199348,1,1,0.152150154,347.4282761,297.2081523,37.17387986,347.2761259,16,0,0,0,FALSE,FALSE,0.320973759,0.232366518
19,0.262359485,0.420527563,0.262359485,1.703347139,1.414782773,1.703347139,0.249016613,0.410133514,0.249016613,0.515363768,1.754977234,0.489199348,1,1,485.5441551,548.5862861,39.86306286,9.83698082,63.04213095,64,0,0,0,FALSE,TRUE,0.253004284,0.240182736
3,0.220841075,0.420527563,0.220841075,1.412794949,1.414782773,1.412794949,0.246001965,0.410133514,0.246001965,0.515363768,1.754977234,0.489199348,1,1,43.9843998,223.515512,92.36541891,72.41373491,179.5311122,16,0,0,0,FALSE,TRUE,0.294522693,0.243197384
8,0.249575339,0.420527563,0.249571281,1.386070952,1.414782773,1.386071556,0.227423702,0.410133514,0.227422598,0.515363768,1.754977234,0.489199348,1,1,0.144917011,329.7255309,280.8530869,35.56884694,329.5806139,16,0,0.5,0,FALSE,FALSE,0.265788429,0.261775647
