a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_train_time,b_train_time_WS,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
1,0.41909194992091026,0.42052756295008153,0.42014978361908173,1.4429841070781726,1.4147827727147355,1.4545292646820052,0.4093788548929773,0.4101335140625706,0.39713309867494884,0.5153637683698885,1.7549772350927482,0.48919934846955315,65,201,2366.0620770454407,0,2366.0620770454407,16,0.001,0,0.0,true
2,0.4179440302002999,0.42052756295008153,0.4228522156500698,1.4498133676422782,1.4147827727147355,1.4800387668019535,0.4076303512574191,0.4101335140625706,0.4032073920506902,0.5153637683698885,1.7549772350927482,0.48919934846955315,3,201,2303.006825208664,0,2303.006825208664,16,0.01,0,0.0,true
3,0.4217470493935571,0.42052756295008153,0.2685061003912055,1.4841100377757002,1.4147827727147355,1.1836550231196226,0.40511402986550915,0.4101335140625706,0.26834681683869843,0.5153637683698885,1.7549772350927482,0.48919934846955315,8,201,2346.462082862854,0,2346.462082862854,16,0.1,0,0.0,true
4,0.4141730731694626,0.42052756295008153,-0.2362787983904011,1.4177240812352387,1.4147827727147355,-0.09155317310596889,0.40397484689172747,0.4101335140625706,-0.22360221476212505,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2445.958471059799,0,2445.958471059799,16,1.0,0,0.0,true
5,0.41909168710646105,0.42052756295008153,0.42014976987521924,1.4429883158539436,1.4147827727147355,1.4551258783463044,0.4093797869502527,0.4101335140625706,0.39713295172029595,0.5153637683698885,1.7549772350927482,0.48919934846955315,65,201,2295.247637987137,0,2295.247637987137,64,0.001,0,0.0,true
6,0.4154270273646232,0.42052756295008153,0.4228547343502329,1.4703678495754833,1.4147827727147355,1.478355728094063,0.4084037072806117,0.4101335140625706,0.4032074981319378,0.5153637683698885,1.7549772350927482,0.48919934846955315,14,201,2324.381474018097,0,2324.381474018097,64,0.01,0,0.0,true
7,0.4141730731694626,0.42052756295008153,0.2635199627259619,1.4177240812352387,1.4147827727147355,1.168906475890866,0.40397484689172747,0.4101335140625706,0.2626667757862715,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2364.1411769390106,0,2364.1411769390106,64,0.1,0,0.0,true
8,0.4141730731694626,0.42052756295008153,0.05570753430832087,1.4177240812352387,1.4147827727147355,0.42245809289251746,0.40397484689172747,0.4101335140625706,0.0676914762857177,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2418.315166950226,0,2418.315166950226,64,1.0,0,0.0,true
9,0.4190932672041653,0.42052756295008153,0.4186344506480635,1.4398694732098214,1.4147827727147355,1.4544367855611338,0.41030199334869044,0.4101335140625706,0.39713177466684857,0.5153637683698885,1.7549772350927482,0.48919934846955315,58,201,2298.2965779304504,0,2298.2965779304504,16,0.001,0,0.0001,true
10,0.41775252155249876,0.42052756295008153,0.4184579308780001,1.4346923546068173,1.4147827727147355,1.4762266410000082,0.4068147120101928,0.4101335140625706,0.4013806929392736,0.5153637683698885,1.7549772350927482,0.48919934846955315,2,201,2304.29935503006,0,2304.29935503006,16,0.01,0,0.0001,true
11,0.4223269191991974,0.42052756295008153,0.2688556127265278,1.4787767677392534,1.4147827727147355,1.2510182312127132,0.40666412789230133,0.4101335140625706,0.2705276901949898,0.5153637683698885,1.7549772350927482,0.48919934846955315,8,201,2345.989644050598,0,2345.989644050598,16,0.1,0,0.0001,true
12,0.4141730731694626,0.42052756295008153,-0.13044721491125189,1.4177240812352387,1.4147827727147355,0.35813007968437205,0.40397484689172747,0.4101335140625706,-0.11927584716638573,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2426.1470019817352,0,2426.1470019817352,16,1.0,0,0.0001,true
13,0.4198599041986246,0.42052756295008153,0.42014873235678496,1.4403351379750289,1.4147827727147355,1.4546296353293622,0.4090194763905004,0.4101335140625706,0.39713234207204673,0.5153637683698885,1.7549772350927482,0.48919934846955315,49,201,2319.8056190013885,0,2319.8056190013885,64,0.001,0,0.0001,true
14,0.41944174806942236,0.42052756295008153,0.42378805284428833,1.436473414006148,1.4147827727147355,1.4767694130467164,0.4068118705455528,0.4101335140625706,0.4032075201779046,0.5153637683698885,1.7549772350927482,0.48919934846955315,2,201,2314.2773129940033,0,2314.2773129940033,64,0.01,0,0.0001,true
15,0.4141730731694626,0.42052756295008153,0.25886972964724264,1.4177240812352387,1.4147827727147355,1.1722720225714527,0.40397484689172747,0.4101335140625706,0.2627052595419874,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2355.3515260219574,0,2355.3515260219574,64,0.1,0,0.0001,true
16,0.4141730731694626,0.42052756295008153,-0.21797609590544087,1.4177240812352387,1.4147827727147355,-0.13780582397624652,0.40397484689172747,0.4101335140625706,-0.18678157824198016,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2420.0272119045258,0,2420.0272119045258,64,1.0,0,0.0001,true
