a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts,hp_ws
1,0.320393319635089,0.4205275629500169,0.320393737733242,0.20153755393939288,0.22467016314273547,0.20153769385956943,0.33668673362483004,0.41013351406255727,0.3366868311987714,0.5153637683698924,0.28070145830604876,0.48919934846959023,1,1,0.08699989318847656,74.3989999294281,13.234999895095825,56.58099985122681,74.31200003623962,2,0,0.1,0.1,true,false
2,0.4182345552447253,0.4205275629500169,0.4182346917859576,0.2257228925899587,0.22467016314273547,0.22572309824955927,0.40570964844366597,0.41013351406255727,0.4057099356544118,0.5153637683698924,0.28070145830604876,0.48919934846959023,1,1,0.0,13.841000080108643,4.085999965667725,6.740000009536743,13.841000080108643,16,0,0.1,0.1,true,false
