a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts,hp_ws,regret_test,regret_val
18,0.372732076,0.420527563,0.372732517,1.543540544,1.414782773,1.543540843,0.367434219,0.410133514,0.367434335,0.515363768,1.754977234,0.489199348,1,1,0.14418292,817.0280399,677.2214808,112.9333479,816.883857,64,0,0,0,TRUE,FALSE,0.142631692,0.12176513
17,0.372732076,0.420527563,0.372732517,1.543540544,1.414782773,1.543540843,0.367434219,0.410133514,0.367434335,0.515363768,1.754977234,0.489199348,1,1,752.8966031,1270.979319,464.3939719,40.96041393,518.082716,64,0,0,0,TRUE,TRUE,0.142631692,0.12176513
56,0.388592825,0.420527563,0.388595264,1.576071994,1.414782773,1.576072552,0.366814203,0.410133514,0.366816853,0.515363768,1.754977234,0.489199348,1,1,0.20519805,897.048924,727.3805609,144.704824,896.8437259,64,0,0.5,0.1,FALSE,FALSE,0.126770943,0.122385146
55,0.388592826,0.420527563,0.388595264,1.576071989,1.414782773,1.576072552,0.366814203,0.410133514,0.366816853,0.515363768,1.754977234,0.489199348,1,1,776.035264,1258.98158,424.9164481,44.9252429,482.946316,64,0,0.5,0.1,FALSE,TRUE,0.126770943,0.122385146
40,0.377475301,0.420527563,0.377473896,1.412393042,1.414782773,1.412393714,0.363180982,0.410133514,0.363181307,0.515363768,1.754977234,0.489199348,1,1,0.145953417,1278.127386,1018.976831,245.4776621,1277.981433,16,0,0.5,0.1,FALSE,FALSE,0.137888467,0.126018366
50,0.346939163,0.420527563,0.34693843,1.450221122,1.414782773,1.450222731,0.360854873,0.410133514,0.360855838,0.515363768,1.754977234,0.489199348,1,1,0.143822193,936.721777,775.6706991,136.0947342,936.5779548,64,0,0,0.1,TRUE,FALSE,0.168424606,0.128344475
49,0.346939163,0.420527563,0.34693843,1.450221122,1.414782773,1.450222731,0.360854873,0.410133514,0.360855838,0.515363768,1.754977234,0.489199348,1,1,754.3765781,1299.433412,482.661469,50.0687151,545.056834,64,0,0,0.1,TRUE,TRUE,0.168424606,0.128344475
24,0.356235826,0.420527563,0.356236749,1.496450431,1.414782773,1.49645082,0.349329766,0.410133514,0.349330124,0.515363768,1.754977234,0.489199348,1,1,0.146857023,801.5218329,674.4259889,100.294296,801.3749759,64,0,0.5,0,FALSE,FALSE,0.159127942,0.139869582
23,0.361143175,0.420527563,0.361143063,1.481175066,1.414782773,1.481175584,0.346780102,0.410133514,0.346780703,0.515363768,1.754977234,0.489199348,1,1,742.0258839,1262.275156,466.076937,41.05068207,520.2492721,64,0,0.5,0,FALSE,TRUE,0.154220594,0.142419246
1,0.322670696,0.420527563,0.322670803,1.449060671,1.414782773,1.44906077,0.345180772,0.410133514,0.345180977,0.515363768,1.754977234,0.489199348,1,1,44.33425212,1339.695249,1104.464294,177.488652,1295.360997,16,0,0,0,TRUE,TRUE,0.192693072,0.144018576
51,0.335958792,0.420527563,0.335960012,1.508410133,1.414782773,1.508412258,0.344766402,0.410133514,0.344767725,0.515363768,1.754977234,0.489199348,1,1,762.637989,1288.719626,466.2700479,47.43766594,526.0816369,64,0,0,0.1,FALSE,TRUE,0.179404976,0.144432946
52,0.335958792,0.420527563,0.335960012,1.508410133,1.414782773,1.508412258,0.344766402,0.410133514,0.344767725,0.515363768,1.754977234,0.489199348,1,1,0.143331051,759.7512159,617.344517,123.2351482,759.6078849,64,0,0,0.1,FALSE,FALSE,0.179404976,0.144432946
34,0.327655749,0.420527563,0.327658988,1.283139605,1.414782773,1.283140388,0.339657926,0.410133514,0.339659564,0.515363768,1.754977234,0.489199348,1,1,0.143253088,1309.909695,1092.009102,205.0110011,1309.766442,16,0,0,0.1,TRUE,FALSE,0.187708019,0.149541423
2,0.316139864,0.420527563,0.316140017,1.445933719,1.414782773,1.445933652,0.336867763,0.410133514,0.336868122,0.515363768,1.754977234,0.489199348,1,1,0.147262812,1320.229671,1124.470779,182.6639359,1320.082408,16,0,0,0,TRUE,FALSE,0.199223904,0.152331586
33,0.322967161,0.420527563,0.322967501,1.266540749,1.414782773,1.266539858,0.321337462,0.410133514,0.321337185,0.515363768,1.754977234,0.489199348,1,1,40.35755897,1350.609867,1113.343118,183.9218512,1310.252308,16,0,0,0.1,TRUE,TRUE,0.192396608,0.167861887
39,0.312918365,0.420527563,0.312918668,1.490776047,1.414782773,1.49077738,0.312909378,0.410133514,0.312910405,0.515363768,1.754977234,0.489199348,1,1,44.07568002,1282.082989,993.3037739,231.3886099,1238.007309,16,0,0.5,0.1,FALSE,TRUE,0.202445404,0.17628997
12,0.33129051,0.420527563,0.331290739,1.380552086,1.414782773,1.380552781,0.305912435,0.410133514,0.305912506,0.515363768,1.754977234,0.489199348,1,1,0.144423246,1181.164599,879.7243261,283.611228,1181.020176,16,0,0.1,0,FALSE,FALSE,0.184073259,0.183286914
16,0.328427571,0.420527563,0.328427888,1.342333612,1.414782773,1.342334827,0.299335531,0.410133514,0.299339473,0.515363768,1.754977234,0.489199348,1,1,0.14483285,1190.849365,877.4520619,297.3759141,1190.704532,16,0,0.02,0,FALSE,FALSE,0.186936198,0.189863817
36,0.290485558,0.420527563,0.290485652,1.3038941,1.414782773,1.303894204,0.282562134,0.410133514,0.282562226,0.515363768,1.754977234,0.489199348,1,1,0.145446539,1255.923641,970.437036,271.3725939,1255.778194,16,0,0,0.1,FALSE,FALSE,0.224878211,0.206637214
15,0.301466606,0.420527563,0.301467053,1.380277667,1.414782773,1.380278038,0.269253105,0.410133514,0.269253367,0.515363768,1.754977234,0.489199348,1,1,47.87137794,1203.902609,846.195688,293.3338051,1156.031231,16,0,0.02,0,FALSE,TRUE,0.213897162,0.219946243
35,0.254608575,0.420527563,0.254607231,1.161320378,1.414782773,1.161327764,0.265011526,0.410133514,0.265012382,0.515363768,1.754977234,0.489199348,1,1,47.17574,1260.205978,939.570236,260.2828529,1213.030238,16,0,0,0.1,FALSE,TRUE,0.260755193,0.224187822
19,0.259542715,0.420527563,0.259542715,1.615648912,1.414782773,1.615648912,0.264533976,0.410133514,0.264533976,0.515363768,1.754977234,0.489199348,1,1,767.6526721,1288.374248,462.9086311,44.53448987,520.721576,64,0,0,0,FALSE,TRUE,0.255821054,0.224665373
20,0.259542715,0.420527563,0.259542715,1.615648912,1.414782773,1.615648912,0.264533976,0.410133514,0.264533976,0.515363768,1.754977234,0.489199348,1,1,0.180855989,867.4357779,712.9589231,125.7061181,867.2549219,64,0,0,0,FALSE,FALSE,0.255821054,0.224665373
8,0.277256659,0.420527563,0.277256777,1.436649602,1.414782773,1.436650024,0.260966613,0.410133514,0.260967241,0.515363768,1.754977234,0.489199348,1,1,0.1432693,1187.934215,862.2668626,309.0244439,1187.790946,16,0,0.5,0,FALSE,FALSE,0.23810711,0.228232736
3,0.24568707,0.420527563,0.24568707,1.39629832,1.414782773,1.39629832,0.252887435,0.410133514,0.252887439,0.515363768,1.754977234,0.489199348,1,1,46.00961971,1289.845044,993.1394098,237.171051,1243.835424,16,0,0,0,FALSE,TRUE,0.269676698,0.236311914
11,0.24313971,0.420527563,0.243139665,1.349000407,1.414782773,1.349004354,0.24856455,0.410133514,0.248565214,0.515363768,1.754977234,0.489199348,1,1,49.31725287,1216.725256,876.6169899,276.7792611,1167.408003,16,0,0.1,0,FALSE,TRUE,0.272224058,0.240634799
4,0.25294449,0.420527563,0.25294449,1.470352114,1.414782773,1.470352114,0.241205701,0.410133514,0.241205701,0.515363768,1.754977234,0.489199348,1,1,0.144904137,1296.388124,1034.343991,248.074352,1296.24322,16,0,0,0,FALSE,FALSE,0.262419279,0.247993647
7,0.260203637,0.420527563,0.260203921,1.345254644,1.414782773,1.345254995,0.219823238,0.410133514,0.219823227,0.515363768,1.754977234,0.489199348,1,1,45.70725441,1193.922914,846.1175649,284.534894,1148.21566,16,0,0.5,0,FALSE,TRUE,0.255160132,0.26937611
