a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
1,0.3969702024784223,0.420527562950074,0.39697049527511674,1.1910669406213321,1.4147827727136262,1.1910680745171476,0.39237519005226873,0.4101335140625526,0.3923754717657655,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14211440086364746,1353.5576560497284,746.0727458000183,588.933217048645,1353.4155416488647,1,0,0.02,0.0,true
2,0.404312294350472,0.420527562950074,0.40431284054006,1.1870075697548454,1.4147827727136262,1.18703449919626,0.3961676866413366,0.4101335140625526,0.39616765500169815,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14130806922912598,1847.1994609832764,1283.266618013382,546.1080009937286,1847.0581529140472,1,0,0.1,0.0,true
3,0.37530633422937476,0.420527562950074,0.3753066822757136,1.2944220665958168,1.4147827727136262,1.2944237173263877,0.3599594861984212,0.4101335140625526,0.35995977180878036,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1420431137084961,1763.473149061203,1419.1027092933655,328.7025489807129,1763.3311059474945,2,0,0.02,0.0,true
4,0.35058144371342526,0.420527562950074,0.3505816191779072,1.335994945183061,1.4147827727136262,1.3359964751498006,0.3439874410186152,0.4101335140625526,0.34398787331191516,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1397855281829834,1945.64506483078,1590.6531293392181,338.5533080101013,1945.505279302597,2,0,0.1,0.0,true
5,0.350619292265818,0.420527562950074,0.3506194702032639,1.0578316518913673,1.4147827727136262,1.0578360594080083,0.3676803586538131,0.4101335140625526,0.36768081544253683,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1405026912689209,1403.8995900154114,1210.8652231693268,177.54479384422302,1403.7590873241425,4,0,0.02,0.0,true
6,0.35184037838979476,0.420527562950074,0.3518398951361599,1.1261974993516946,1.4147827727136262,1.1261987363084147,0.3504815401274899,0.4101335140625526,0.3504820502303596,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1427297592163086,1551.7133510112762,1346.9497277736664,189.48701190948486,1551.57062125206,4,0,0.1,0.0,true
7,0.41258999545243014,0.420527562950074,0.4125889344306448,1.400768018458944,1.4147827727136262,1.4007685331630526,0.40289618065137667,0.4101335140625526,0.40289654800710273,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14356613159179688,1419.2291281223297,1314.6917657852173,89.54969787597656,1419.085561990738,8,0,0.02,0.0,true
8,0.3978515850219344,0.420527562950074,0.397851991836339,1.391602310402341,1.4147827727136262,1.3916032492160815,0.39086478297016414,0.4101335140625526,0.3908653793332264,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14203524589538574,1612.4632940292358,1505.0715675354004,91.36180996894836,1612.3212587833405,8,0,0.1,0.0,true
9,0.41801476516418434,0.420527562950074,0.41801494495856106,1.4305155724924399,1.4147827727136262,1.4305143179111588,0.4158681755597189,0.4101335140625526,0.41586840275962467,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1416468620300293,981.3915278911591,901.1600561141968,61.969581842422485,981.249881029129,16,0,0.02,0.0,true
10,0.4203582770017278,0.420527562950074,0.4203582633591405,1.4437671305967794,1.4147827727136262,1.4437679663074827,0.4099796573542993,0.4101335140625526,0.409980258634294,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14039921760559082,966.4749400615692,889.6325147151947,60.50220203399658,966.3345408439636,16,0,0.1,0.0,true
11,0.41232529466457324,0.420527562950074,0.4123196209051083,1.4289052649904361,1.4147827727136262,1.4289079269144382,0.41053912504736756,0.4101335140625526,0.41053963492184,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14287710189819336,961.1199610233307,905.8604180812836,37.82074499130249,960.9770839214325,32,0,0.02,0.0,true
