a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts,hp_ws
27,0.4372121166712406,0.420527562950074,0.4372123654694997,1.4220014918727202,1.4147827727136262,1.4220016740784338,0.4235168421330977,0.4101335140625526,0.42351726193584804,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,28.670527935028076,895.9164659976959,695.9214973449707,158.26992392539978,867.2459380626678,16,0,0.5,0.1,true,true
28,0.43764095560007066,0.420527562950074,0.4376409911325718,1.437272015786216,1.4147827727136262,1.4372725997455724,0.4184500063449359,0.4101335140625526,0.4184508148854642,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14468097686767578,874.0110199451447,707.9166841506958,152.59012603759766,873.866338968277,16,0,0.5,0.1,true,false
29,0.436663689135921,0.420527562950074,0.4366641123185693,1.4457479031968323,1.4147827727136262,1.445748385757931,0.4152755486852837,0.4101335140625526,0.41527582972683774,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,28.19278573989868,845.3009600639343,649.9705898761749,154.1421139240265,817.1081743240356,16,0,0.1,0.1,true,true
30,0.4306174766580262,0.420527562950074,0.43061849772364713,1.4437421908618178,1.4147827727136262,1.443742735340002,0.41839508574851436,0.4101335140625526,0.4183953332750956,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14471888542175293,869.3940169811249,702.0553569793701,153.73335695266724,869.2492980957031,16,0,0.1,0.1,true,false
31,0.4206108074166628,0.420527562950074,0.4206109785937986,1.43945441886124,1.4147827727136262,1.4394554732950633,0.41255058203406136,0.4101335140625526,0.4125510411638742,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,30.632419109344482,884.881597995758,685.607399225235,155.05058598518372,854.2491788864136,16,0,0.02,0.1,true,true
32,0.42609472762964407,0.420527562950074,0.4260968882022915,1.4414657524619745,1.4147827727136262,1.4414672301247253,0.41469984269149096,0.4101335140625526,0.4147010220251286,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14217734336853027,871.465588092804,700.5983333587646,157.5893349647522,871.3234107494354,16,0,0.02,0.1,true,false
33,0.3167530754585366,0.420527562950074,0.3167532697655755,1.4084181551308017,1.4147827727136262,1.408417450826688,0.3262668714580781,0.4101335140625526,0.3262683157333406,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,133.14895009994507,755.5350818634033,515.4436221122742,94.46060109138489,622.3861317634583,32,0,0.0,0.1,true,true
34,0.3386734918247065,0.420527562950074,0.33867405378028237,1.408007719499893,1.4147827727136262,1.408009964569425,0.3384256800872143,0.4101335140625526,0.33842660712059525,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14323186874389648,618.3019461631775,507.5426940917969,97.91001296043396,618.1587142944336,32,0,0.0,0.1,true,false
35,0.4366926105810489,0.420527562950074,0.43669290087939183,1.4409632779244532,1.4147827727136262,1.4409637953449987,0.41928500987449646,0.4101335140625526,0.4192853129218155,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,131.09213995933533,668.7823278903961,435.59346103668213,88.77713704109192,537.6901879310608,32,0,0.5,0.1,true,true
36,0.43692964924324573,0.420527562950074,0.43692984036433513,1.4194479609092623,1.4147827727136262,1.4194474261116916,0.4199238595091266,0.4101335140625526,0.41992408159234595,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1415572166442871,614.4921860694885,490.8665611743927,108.35443902015686,614.3506288528442,32,0,0.5,0.1,true,false
37,0.4361422332917493,0.420527562950074,0.43614261691713874,1.451277311872425,1.4147827727136262,1.4512769964763477,0.41840569429548924,0.4101335140625526,0.4184061547053095,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,131.91710901260376,683.9644219875336,450.66794204711914,88.22634196281433,552.0473129749298,32,0,0.1,0.1,true,true
