a_config,a_profit_train,a_profit_val,a_profit_test,a_profit_train_fc,a_profit_val_fc,a_profit_test_fc,ab_profit_PF_train,ab_profit_PF_val,ab_profit_PF_test,b_train_time_per_epoch,b_train_time_forward,b_train_time_backward,b_train_time_val,hp_reg,hp_gamma,hp_lr,hp_bs,hp_ws,smoothing,loss,framework,,regret_val,regret_test,train_time
92,0.237630606,0.114297524,0.085485034,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.62671718,0.897700111,0.163104426,2.903999799,0,1,1.00E-05,8,FALSE,logBar,profit,ID,,,,
88,0.225177348,0.116673648,0.080044955,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.81557599,0.906026996,0.180898714,3.022043104,0,0.3,1.00E-05,8,FALSE,logBar,profit,ID,,,,
96,0.586587787,0.13564527,0.098969176,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.00753143,0.944816828,0.149083569,3.203939091,0,3,1.00E-05,8,FALSE,logBar,profit,ID,,,,
80,0.471003026,0.137352437,0.103013188,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,13.63444355,0.934878779,0.285634784,3.761574977,0,0.03,1.00E-05,8,FALSE,logBar,profit,ID,,,,
84,0.46235314,0.140242398,0.102422103,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,13.2523093,0.951655531,0.24467763,3.718117326,0,0.1,1.00E-05,8,FALSE,logBar,profit,ID,,,,
127,0.624070525,0.151788354,0.103211731,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.59102777,7.693892093,0.98564438,2.814610856,0,3,0.0001,64,FALSE,logBar,profit,ID,,,,
100,0.925379515,0.156229973,0.125435442,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.43409304,7.21301644,1.270452512,2.891614785,0,0.001,1.00E-05,64,FALSE,logBar,profit,ID,,,,
124,0.967349529,0.162551537,0.134765327,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,10.67984226,7.003538156,0.916524506,2.701096137,0,1,1.00E-05,64,FALSE,logBar,profit,ID,,,,
128,1.120739341,0.186866209,0.184423923,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,10.30511509,6.963558221,0.809217408,2.487705472,0,3,1.00E-05,64,FALSE,logBar,profit,ID,,,,
104,1.207612872,0.208635598,0.200929448,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,14.46050079,6.775218844,1.920726762,5.653696494,0,0.003,1.00E-05,64,FALSE,logBar,profit,ID,,,,
108,1.207612872,0.208635598,0.200929448,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,14.01458215,6.737384615,1.894687185,5.18915894,0,0.01,1.00E-05,64,FALSE,logBar,profit,ID,,,,
112,1.207612872,0.208635598,0.202472076,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,14.05140111,6.730861826,1.961721678,5.216663003,0,0.03,1.00E-05,64,FALSE,logBar,profit,ID,,,,
116,1.207612872,0.208635598,0.202472076,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,13.88608476,6.804553585,1.902409134,5.010828629,0,0.1,1.00E-05,64,FALSE,logBar,profit,ID,,,,
120,1.207612872,0.208635598,0.202472076,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,13.80717156,6.97766839,1.896366839,4.784142618,0,0.3,1.00E-05,64,FALSE,logBar,profit,ID,,,,
