a_config,a_profit_train,a_profit_val,a_profit_test,a_profit_train_fc,a_profit_val_fc,a_profit_test_fc,ab_profit_PF_train,ab_profit_PF_val,ab_profit_PF_test,b_train_time_per_epoch,b_train_time_forward,b_train_time_backward,b_train_time_val,hp_reg,hp_gamma,hp_lr,hp_bs,hp_ws,smoothing,loss,framework,hp_hl1_units,hp_hl1_act,,regret_val,regret_test,train_time
107,0.611045837,0.257185429,0.261318117,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.28815358,7.624454528,1.330152561,3.252733839,0,0.01,0.0001,64,FALSE,logBar,profit,ID,24,softplus,,,,
111,0.611792326,0.257185429,0.261159807,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.23599406,7.577336354,1.314049206,3.262908055,0,0.03,0.0001,64,FALSE,logBar,profit,ID,24,softplus,,,,
115,0.610496283,0.257185429,0.261159807,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.66710157,6.785568325,1.8661016,3.954354884,0,0.1,0.0001,64,FALSE,logBar,profit,ID,24,softplus,,,,
119,0.611792326,0.257185429,0.261159807,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.99780099,7.556039815,1.271160523,3.098145882,0,0.3,0.0001,64,FALSE,logBar,profit,ID,24,softplus,,,,
92,0.681162119,0.27106604,0.270533025,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.52349592,0.976834799,0.180634214,3.250991039,0,1,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
76,0.679193377,0.273389518,0.267516702,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,13.58009579,0.924171979,0.318810488,3.824111441,0,0.01,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
80,0.679193377,0.273389518,0.267516702,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.73467362,0.942215783,0.239425759,3.109329562,0,0.03,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
84,0.679193377,0.273389518,0.267516702,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.74357187,0.937900503,0.194886731,3.207113093,0,0.1,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
88,0.681665182,0.273546904,0.267516702,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.73676345,0.943908431,0.208474277,3.213822851,0,0.3,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
72,0.670108914,0.277516335,0.26824674,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,14.40876933,0.980247997,0.341786852,3.842036319,0,0.003,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
96,1.386111736,0.439312935,0.380741715,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.28610648,0.959722377,0.164443521,3.150360061,0,3,1.00E-05,8,FALSE,logBar,profit,ID,24,softplus,,,,
127,1.572663188,0.47669512,0.431654036,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.04610712,7.45413638,0.961599778,2.573513734,0,3,0.0001,64,FALSE,logBar,profit,ID,24,softplus,,,,
100,1.643783689,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.42580317,7.686254023,1.517026828,3.183911659,0,0.001,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
104,1.673478961,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.32660084,7.612823927,1.357792206,3.300867753,0,0.003,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
108,1.673478961,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.31094621,7.612591405,1.374583751,3.268360964,0,0.01,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
112,1.673478961,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.26864179,7.624341388,1.351064278,3.221089355,0,0.03,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
116,1.673478961,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,12.14044812,7.549406651,1.290074569,3.223373679,0,0.1,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
120,1.673478961,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.98069042,7.569354509,1.222321574,3.132768998,0,0.3,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
124,1.673478961,0.502878666,0.477850676,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,11.6736936,7.473857346,1.161879996,2.991574019,0,1,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
128,1.870757818,0.545736492,0.523368716,1.414547205,0.410162568,0.420511007,1.755104423,0.489230037,0.515412867,14.49424756,6.829009489,1.68452436,5.75126368,0,3,1.00E-05,64,FALSE,logBar,profit,ID,24,softplus,,,,
