a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
1,0.4237951934437769,0.420527562950074,0.42379544370021804,1.4555609536416618,1.4147827727136262,1.455561170688573,0.4060032466547443,0.4101335140625526,0.40600358487905,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,71.50354957580566,500.68602180480957,259.09755396842957,153.86876797676086,429.1824722290039,1,0,0.02,0.0,true
2,0.425366623686092,0.420527562950074,0.4253669618226372,1.4595431161457384,1.4147827727136262,1.4595434121300759,0.40208553603357045,0.4101335140625526,0.40208589925877014,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,70.96185398101807,506.40948605537415,261.37347745895386,157.6443910598755,435.4476320743561,1,0,0.1,0.0,true
3,0.345275325182262,0.420527562950074,0.34527547341376263,1.2988393825886169,1.4147827727136262,1.298838244896694,0.35252042821385454,0.4101335140625526,0.352520869384674,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,62.801114320755005,330.16194891929626,169.8242220878601,80.99645805358887,267.36083459854126,2,0,0.02,0.0,true
4,0.36966708469001663,0.420527562950074,0.3696673570392247,1.2907965947464213,1.4147827727136262,1.2907965285051413,0.3497379177552884,0.4101335140625526,0.34973802466801185,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,64.23123168945312,331.6528639793396,171.3403480052948,79.5668420791626,267.4216322898865,2,0,0.1,0.0,true
5,0.4177812587692773,0.420527562950074,0.41778146926817605,1.427188528605905,1.4147827727136262,1.4271896921676914,0.39146874659608333,0.4101335140625526,0.39146880382522853,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,59.60573744773865,238.26570582389832,121.64413905143738,40.87753200531006,178.65996837615967,4,0,0.02,0.0,true
6,0.40532095126067236,0.420527562950074,0.4053210572110588,1.4274567848418664,1.4147827727136262,1.4274568179668687,0.3862073498029701,0.4101335140625526,0.3862074438756591,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,58.12344574928284,236.7710189819336,121.01109957695007,41.18583393096924,178.64757323265076,4,0,0.1,0.0,true
7,0.42286197057080255,0.420527562950074,0.42286182033885167,1.4183780094338196,1.4147827727136262,1.4183783762321882,0.4039069286320984,0.4101335140625526,0.40390711775524824,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,61.340041160583496,203.4380750656128,103.96524000167847,21.349148988723755,142.0980339050293,8,0,0.02,0.0,true
8,0.41161108220282294,0.420527562950074,0.4116116085357142,1.3956831738725892,1.4147827727136262,1.3956860041470578,0.39695967376591357,0.4101335140625526,0.39695973581974453,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,63.1392867565155,199.30335593223572,98.40490007400513,21.44317603111267,136.16406917572021,8,0,0.1,0.0,true
9,0.4185934883682678,0.420527562950074,0.41859358589489726,1.4149986302658517,1.4147827727136262,1.414998742845187,0.40297918321275206,0.4101335140625526,0.402979180029029,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,63.54121208190918,178.54143500328064,88.89224195480347,10.786613941192627,115.00022292137146,16,0,0.02,0.0,true
10,0.40852066363874173,0.420527562950074,0.4085209345588927,1.4130181003664486,1.4147827727136262,1.413017722490257,0.3984331486143178,0.4101335140625526,0.3984306035898697,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,60.0576331615448,177.64773392677307,90.47403216362,10.624217987060547,117.59010076522827,16,0,0.1,0.0,true
