a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_train_time,b_train_time_WS,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
1,0.41417307316944996,0.420527562950074,0.328823531824181,1.4177240812340015,1.4147827727136262,1.5748251625716359,0.4039748468917197,0.4101335140625526,0.3131836250978961,0.5153637683698817,1.754977234431795,0.4891993484695554,1,97,1723.8460938930511,118.9234631061554,1604.9226307868958,64,0.01,0.0,0.0,true
2,0.41417307316944996,0.420527562950074,0.24780504923407642,1.4177240812340015,1.4147827727136262,1.7548830088044598,0.4039748468917197,0.4101335140625526,0.232092283844045,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1001,11629.971179008484,123.6424629688263,11506.328716039658,64,0.01,0.0,0.0,false
3,0.4349329032881917,0.420527562950074,0.4092753135193117,1.4853995483780857,1.4147827727136262,1.536263763902073,0.41188902844608144,0.4101335140625526,0.39040051846138213,0.5153637683698817,1.754977234431795,0.4891993484695554,3,96,1652.9569737911224,128.73909997940063,1524.2178738117218,64,0.01,0.5,0.0,true
4,0.43353168209990445,0.420527562950074,-0.05277349150028776,1.4960639760468872,1.4147827727136262,1.7513699741613906,0.4108484609134342,0.4101335140625526,-0.09329681395759315,0.5153637683698817,1.754977234431795,0.4891993484695554,2,624,9061.826819896698,118.69000697135925,8943.136812925339,64,0.01,0.5,0.0,false
5,0.4406013689802051,0.420527562950074,0.4265078114352452,1.4493307508412174,1.4147827727136262,1.5147921795656236,0.41369421295507824,0.4101335140625526,0.40985996592304597,0.5153637683698817,1.754977234431795,0.4891993484695554,11,71,1354.5174639225006,122.3633348941803,1232.1541290283203,64,0.01,0.1,0.0,true
6,0.4292633135212729,0.420527562950074,0.14544012512903515,1.4558316400027809,1.4147827727136262,1.703845307756815,0.4058887390859742,0.4101335140625526,0.13465387723160505,0.5153637683698817,1.754977234431795,0.4891993484695554,2,538,7451.322999954224,132.54297399520874,7318.780025959015,64,0.01,0.1,0.0,false
7,0.43362019275866803,0.420527562950074,0.4256297303722436,1.4671314550560215,1.4147827727136262,1.4662375463644537,0.41752880793130864,0.4101335140625526,0.4138240314270831,0.5153637683698817,1.754977234431795,0.4891993484695554,25,65,1314.2688529491425,116.79733896255493,1197.4715139865875,64,0.01,0.02,0.0,true
8,0.41045367033528235,0.420527562950074,0.3809965080249489,1.424240070936417,1.4147827727136262,1.5288559708067933,0.4050325429005368,0.4101335140625526,0.36705409194987726,0.5153637683698817,1.754977234431795,0.4891993484695554,14,189,2557.023334980011,120.85456991195679,2436.168765068054,64,0.01,0.02,0.0,false
9,0.41417307316944996,0.420527562950074,0.3602076367505278,1.4177240812340015,1.4147827727136262,1.5871847756951327,0.4039748468917197,0.4101335140625526,0.36024840734266306,0.5153637683698817,1.754977234431795,0.4891993484695554,1,88,1567.8000979423523,124.67712593078613,1443.1229720115662,64,0.01,0.0,0.001,true
10,0.41417307316944996,0.420527562950074,0.2956110160996406,1.4177240812340015,1.4147827727136262,1.7549774662671718,0.4039748468917197,0.4101335140625526,0.282034467309793,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1001,10476.781147956848,123.43111419677734,10353.35003376007,64,0.01,0.0,0.001,false
11,0.4349329438387979,0.420527562950074,0.4007281855675253,1.4851037658343915,1.4147827727136262,1.5342353540113667,0.41189027207089346,0.4101335140625526,0.39119333745118023,0.5153637683698817,1.754977234431795,0.4891993484695554,3,58,1178.8530621528625,119.09496879577637,1059.7580933570862,64,0.01,0.5,0.001,true
12,0.43353755934610705,0.420527562950074,0.3225023041487043,1.4960536940211613,1.4147827727136262,1.7513773378013822,0.41084548824791134,0.4101335140625526,0.3102115121309159,0.5153637683698817,1.754977234431795,0.4891993484695554,2,531,5633.41698217392,128.28511691093445,5505.131865262985,64,0.01,0.5,0.001,false
13,0.4212486427224196,0.420527562950074,0.42363163258081227,1.5097463706907677,1.4147827727136262,1.5091051741440165,0.41575658644987334,0.4101335140625526,0.4133671286257168,0.5153637683698817,1.754977234431795,0.4891993484695554,34,49,1076.9164428710938,132.63406109809875,944.282381772995,64,0.01,0.1,0.001,true
14,0.42828702273814967,0.420527562950074,0.2794794858895546,1.45583232448505,1.4147827727136262,1.704424049424972,0.4061302045320643,0.4101335140625526,0.2711441628763971,0.5153637683698817,1.754977234431795,0.4891993484695554,2,156,2133.533767223358,123.41044282913208,2010.123324394226,64,0.01,0.1,0.001,false
