a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts,hp_ws
31,0.4214170022990036,0.420527562950074,0.42141751205339895,1.4393984997370062,1.4147827727136262,1.4394004714760786,0.4127829601007562,0.4101335140625526,0.41278386861733285,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,117.88004183769226,5322.946975946426,4845.9029841423035,339.33824396133423,5205.066934108734,16,0,0.02,0.1,true,true
32,0.4260611315395666,0.420527562950074,0.42606188512567544,1.4445082076226985,1.4147827727136262,1.444509244811997,0.41430168352801955,0.4101335140625526,0.4143019628816871,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14451003074645996,7728.747211933136,7532.4611649513245,180.72389316558838,7728.6027019023895,16,0,0.02,0.1,true,false
33,0.3064142054186796,0.420527562950074,0.3064142046193479,1.4143706068238213,1.4147827727136262,1.414370565093611,0.3094145011642042,0.4101335140625526,0.30941451190643887,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,126.37754487991333,6031.7954478263855,5780.143909931183,102.5865159034729,5905.417902946472,32,0,0.0,0.1,true,true
34,0.2931593788349909,0.420527562950074,0.2931594702494662,1.357869547308952,1.4147827727136262,1.3578686982928634,0.296802865953641,0.4101335140625526,0.29680294785526806,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14345407485961914,6008.086483001709,5884.659596204758,103.63166308403015,6007.943028926849,32,0,0.0,0.1,true,false
35,0.4226177219933498,0.420527562950074,0.4226175036979858,1.4870613886497681,1.4147827727136262,1.4870614868795529,0.4168939418351538,0.4101335140625526,0.41689451521953447,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,126.28024196624756,5410.975399971008,5114.899947881699,146.93356800079346,5284.695158004761,32,0,0.5,0.1,true,true
36,0.41778117937465664,0.420527562950074,0.4177814434108851,1.4127701968186015,1.4147827727136262,1.4127699515633418,0.4178906807985947,0.4101335140625526,0.41789113721989124,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1447582244873047,5248.295276880264,5078.350461006165,150.73032402992249,5248.150518655777,32,0,0.5,0.1,true,false
37,0.4369936344371541,0.420527562950074,0.436992890154249,1.4488799629237041,1.4147827727136262,1.4488781281555276,0.4172666111815473,0.4101335140625526,0.4172670154446545,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,106.7245147228241,5230.100337982178,4945.908138990402,154.67036294937134,5123.375823259354,32,0,0.1,0.1,true,true
38,0.4413702188208004,0.420527562950074,0.4413704439443631,1.4800911971306174,1.4147827727136262,1.4800913556076116,0.42228412925182757,0.4101335140625526,0.42228464739059146,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14232492446899414,5364.376429080963,5206.6783719062805,137.5899200439453,5364.234104156494,32,0,0.1,0.1,true,false
39,0.42378807744716207,0.420527562950074,0.42378874153104973,1.4530645993285471,1.4147827727136262,1.4530633813935951,0.4121270207932686,0.4101335140625526,0.4121274880912962,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,125.33996891975403,5403.10248208046,5101.196501970291,153.6766300201416,5277.762513160706,32,0,0.02,0.1,true,true
40,0.41828009404633537,0.420527562950074,0.4182806147164746,1.4229249549249205,1.4147827727136262,1.4229251278891883,0.4123396251713003,0.4101335140625526,0.4123402876023623,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14423203468322754,9811.472969055176,9696.942252874374,98.23793411254883,9811.328737020493,32,0,0.02,0.1,true,false
41,0.3077882750418741,0.420527562950074,0.3077882904312865,1.5034105749754616,1.4147827727136262,1.5034105837880363,0.31110704812681567,0.4101335140625526,0.31110705633607494,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,185.22774195671082,6941.1645040512085,6696.792530059814,43.45001983642578,6755.936762094498,64,0,0.0,0.1,true,true
42,0.29930420550169545,0.420527562950074,0.2993042524208356,1.4671872161636794,1.4147827727136262,1.467187305064745,0.3017826745271619,0.4101335140625526,0.3017827209842652,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1447460651397705,6839.082384824753,6775.887744903564,43.750457763671875,6838.937638759613,64,0,0.0,0.1,true,false
43,0.43474081688522626,0.420527562950074,0.43474112465776216,1.434393898590777,1.4147827727136262,1.434394557692019,0.41798569462266566,0.4101335140625526,0.4179859543588913,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,180.59693384170532,5708.273009061813,5446.132383108139,63.25052213668823,5527.676075220108,64,0,0.5,0.1,true,true
44,0.43427221647942593,0.420527562950074,0.43427266116057583,1.4327121794235547,1.4147827727136262,1.4327125808936074,0.4196371148719813,0.4101335140625526,0.41963729514975867,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14373111724853516,5952.895847082138,5884.782312870026,47.29833197593689,5952.7521159648895,64,0,0.5,0.1,true,false
45,0.4406998690874995,0.420527562950074,0.440699624649018,1.4739130124703017,1.4147827727136262,1.4739139278372306,0.41650515827230494,0.4101335140625526,0.4165054467515894,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,187.08373713493347,6065.322226047516,5808.836417913437,52.176459074020386,5878.238488912582,64,0,0.1,0.1,true,true
46,0.4408901122599005,0.420527562950074,0.44089035213096683,1.4586609035858062,1.4147827727136262,1.4586597462192339,0.41739951013874665,0.4101335140625526,0.4173998383300688,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14596199989318848,6240.391377925873,6179.145802021027,44.89611196517944,6240.24541592598,64,0,0.1,0.1,true,false
47,0.4262643572157996,0.420527562950074,0.42626474183925356,1.4547099009772153,1.4147827727136262,1.4547100042119343,0.4138485131160714,0.4101335140625526,0.4138489350513199,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,165.8636610507965,5873.64933514595,5630.887696027756,58.4747359752655,5707.785674095154,64,0,0.02,0.1,true,true
48,0.4133978542738306,0.420527562950074,0.41339809285246076,1.4213048560272288,1.4147827727136262,1.4213065912915352,0.4004536918760375,0.4101335140625526,0.4004544941277439,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14282798767089844,11376.798123121262,11312.354757070541,48.99305701255798,11376.65529513359,64,0,0.02,0.1,true,false
