a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_train_time,b_train_time_WS,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
1,0.41656076029060096,0.42052756295008153,0.41729499067276854,1.4142072667161343,1.4147827727147355,1.4272756542293643,0.4101344006727359,0.4101335140625706,0.40587616477077426,0.5153637683698885,1.7549772350927482,0.48919934846955315,16,201,2299.452717065811,0,2299.452717065811,16,0.001,0,0.0,true
2,0.42435446045460834,0.42052756295008153,0.4243548149119083,1.4566734226716118,1.4147827727147355,1.456669391269422,0.4108505284210606,0.4101335140625706,0.4108508869662586,0.5153637683698885,1.7549772350927482,0.48919934846955315,201,201,2340.6557331085205,0,2340.6557331085205,16,0.01,0,0.0,true
3,0.4267816608697699,0.42052756295008153,0.4024279800644259,1.4721309787968053,1.4147827727147355,1.4875632363157871,0.41352774842444795,0.4101335140625706,0.40012887117871276,0.5153637683698885,1.7549772350927482,0.48919934846955315,14,201,2332.6767711639404,0,2332.6767711639404,16,0.1,0,0.0,true
4,0.4205275629500853,0.42052756295008153,0.22064287536241745,1.4147827727134241,1.4147827727147355,1.0598952355345164,0.41013351406254017,0.4101335140625706,0.20941351688170462,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2409.8568291664124,0,2409.8568291664124,16,1.0,0,0.0,true
5,0.4165607990339133,0.42052756295008153,0.4172949912140125,1.4142304067719182,1.4147827727147355,1.4272755138737887,0.41013439961590503,0.4101335140625706,0.40587616396915194,0.5153637683698885,1.7549772350927482,0.48919934846955315,16,201,2297.821334838867,0,2297.821334838867,64,0.001,0,0.0,true
6,0.4243541934648176,0.42052756295008153,0.4243545730773244,1.4573084514828132,1.4147827727147355,1.4573103247257175,0.41085062727542465,0.4101335140625706,0.41085098073271564,0.5153637683698885,1.7549772350927482,0.48919934846955315,201,201,2311.0459129810333,0,2311.0459129810333,64,0.01,0,0.0,true
7,0.41432686961853027,0.42052756295008153,0.40289705462008607,1.484857536689426,1.4147827727147355,1.4883172694043827,0.4128111844983793,0.4101335140625706,0.40214007998076395,0.5153637683698885,1.7549772350927482,0.48919934846955315,49,201,2349.2140209674835,0,2349.2140209674835,64,0.1,0,0.0,true
8,0.4205275629500853,0.42052756295008153,0.2134519834692521,1.4147827727134241,1.4147827727147355,1.0640164278869433,0.41013351406254017,0.4101335140625706,0.2091394631181509,0.5153637683698885,1.7549772350927482,0.48919934846955315,1,201,2416.148411989212,0,2416.148411989212,64,1.0,0,0.0,true
9,0.4165753307016564,0.42052756295008153,0.4183733202010873,1.4146490223797548,1.4147827727147355,1.4272718518126348,0.4101343702368294,0.4101335140625706,0.40588210287139304,0.5153637683698885,1.7549772350927482,0.48919934846955315,11,201,2307.2284581661224,0,2307.2284581661224,16,0.001,0,0.0001,true
10,0.41824603044458897,0.42052756295008153,0.425412952034651,1.4141101285023758,1.4147827727147355,1.4573311735509549,0.4101341238035545,0.4101335140625706,0.40878366607697236,0.5153637683698885,1.7549772350927482,0.48919934846955315,2,201,2289.649705171585,0,2289.649705171585,16,0.01,0,0.0001,true
